Super-Aggregation,Aggregation Level,Year,Sample Year End Date,Metric,Result Category,Concern Category,Proportion 2007,Lower Bound 2007,Upper Bound 2007,Change Analysis,Detectable,Proportion 2012,Lower Bound 2012,Upper Bound 2012,Proportions Difference,Lower Bound Difference,Upper Bound Difference,DiffEst,LB2-LB1,Significant
WSA3_by_Lake_Origin,EHIGH_NATURAL,2007,12/31/07,Acidification,Natural_Organic_Acid,Natural_Organic_Acid,0.02,0.00,0.04,Yes,No,0.36,0.33,0.39,-0.01,-0.05,0.03,0.064,0.094,Yes
WSA3_by_Lake_Origin,EHIGH_NATURAL,2007,12/31/07,Acidification,Total,Total,1.00,1.00,1.00,Yes,No,0.29,0.26,0.32,-0.01,-0.05,0.03,0.098,0.079,Yes
WSA3_by_Lake_Origin,PLNLOW_MAN_MADE,2007,12/31/07,Acidification,Good,Good,0.99,0.99,1.00,Yes,No,0.22,0.2,0.25,0.02,-0.02,0.06,0.009,0.087,Yes
WSA3_by_Lake_Origin,PLNLOW_MAN_MADE,2007,12/31/07,Acidification,Fair-Low_ANC_Dep,Fair-Low_ANC_Dep,0.00,0.00,0.01,Yes,Yes,0.43,0.4,0.46,-0.1,-0.15,-0.06,0.072,0.082,No
WSA3_by_Lake_Origin,PLNLOW_MAN_MADE,2007,12/31/07,Acidification,Poor-Acid_Mine,Poor-Acid_Mine,0.00,0.00,0.00,Yes,Yes,0.17,0.14,0.19,-0.1,-0.14,-0.07,0.004,0.011,No
WSA3_by_Lake_Origin,PLNLOW_MAN_MADE,2007,12/31/07,Acidification,Total,Total,1.00,1.00,1.00,Yes,Yes,0.4,0.37,0.43,0.21,0.17,0.25,0.077,0.085,No
WSA3_by_Lake_Origin,PLNLOW_NATURAL,2007,12/31/07,Acidification,Good,Good,0.96,0.92,1.00,Yes,Yes,0.6,0.57,0.63,0.02,-0.02,0.06,0.03,0.084,Yes
WSA3_by_Lake_Origin,PLNLOW_NATURAL,2007,12/31/07,Acidification,Fair-Low_ANC_Dep,Fair-Low_ANC_Dep,0.04,0.00,0.08,Yes,Yes,0.26,0.23,0.29,0.02,-0.02,0.06,0.058,0.005,Yes
WSA3_by_Lake_Origin,PLNLOW_NATURAL,2007,12/31/07,Acidification,Natural_Organic_Acid,Natural_Organic_Acid,0.00,0.00,0.01,Yes,Yes,0.14,0.12,0.16,-0.04,-0.07,-0.01,0.057,0,Yes
WSA3_by_Lake_Origin,PLNLOW_NATURAL,2007,12/31/07,Acidification,Total,Total,1.00,1.00,1.00,Yes,No,0.46,0.43,0.49,0,-0.04,0.05,0.041,0.091,No
WSA3_by_Lake_Origin,WMTNS_MAN_MADE,2007,12/31/07,Acidification,Good,Good,1.00,1.00,1.00,Yes,No,0.18,0.16,0.21,0,-0.03,0.04,0.061,0.013,No
WSA3_by_Lake_Origin,WMTNS_MAN_MADE,2007,12/31/07,Acidification,Total,Total,1.00,1.00,1.00,Yes,No,0.35,0.32,0.38,-0.01,-0.05,0.03,0.027,0.011,No
WSA3_by_Lake_Origin,WMTNS_NATURAL,2007,12/31/07,Acidification,Good,Good,0.97,0.94,1.00,Yes,No,0.61,0.58,0.64,0.02,-0.02,0.06,0.065,0.085,Yes
WSA3_by_Lake_Origin,WMTNS_NATURAL,2007,12/31/07,Acidification,Fair-Low_ANC_Dep,Fair-Low_ANC_Dep,0.02,0.00,0.04,Yes,No,0.23,0.2,0.25,0.02,-0.01,0.06,0.08,0.087,Yes
WSA3_by_Lake_Origin,WMTNS_NATURAL,2007,12/31/07,Acidification,Natural_Organic_Acid,Natural_Organic_Acid,0.01,0.00,0.04,Yes,No,0.16,0.14,0.18,-0.04,-0.08,-0.01,0.022,0.052,Yes
WSA3_by_Lake_Origin,WMTNS_NATURAL,2007,12/31/07,Acidification,Total,Total,1.00,1.00,1.00,Yes,No,0.46,0.43,0.49,-0.01,-0.05,0.04,0.07,0.015,No
WSA3_by_Lake_Origin,EHIGH_MAN_MADE,2007,12/31/07,Dissolved_Oxygen,Low (<= 3 ppm),Low (<= 3 ppm),0.03,0.00,0.06,Yes,No,0.19,0.17,0.22,-0.01,-0.04,0.03,0.078,0.07,No
WSA3_by_Lake_Origin,EHIGH_MAN_MADE,2007,12/31/07,Dissolved_Oxygen,Moderate (> 3 - < 5 ppm),Moderate (> 3 - < 5 ppm),0.05,0.00,0.11,Yes,No,0.34,0.31,0.37,0.02,-0.02,0.06,0.039,0.095,No
WSA3_by_Lake_Origin,EHIGH_MAN_MADE,2007,12/31/07,Dissolved_Oxygen,High (>= 5 ppm),High (>= 5 ppm),0.90,0.83,0.96,Yes,No,0.34,0.31,0.37,-0.01,-0.05,0.03,0.032,0.032,Yes
WSA3_by_Lake_Origin,EHIGH_MAN_MADE,2007,12/31/07,Dissolved_Oxygen,Not Assessed,Not Assessed,0.02,0.00,0.04,Yes,No,0.47,0.44,0.5,-0.01,-0.05,0.03,0.086,0.037,Yes
WSA3_by_Lake_Origin,EHIGH_MAN_MADE,2007,12/31/07,Dissolved_Oxygen,Total,Total,1.00,1.00,1.00,Yes,No,0.19,0.17,0.22,0.02,-0.01,0.05,0.1,0.035,Yes
WSA3_by_Lake_Origin,EHIGH_NATURAL,2007,12/31/07,Dissolved_Oxygen,Low (<= 3 ppm),Low (<= 3 ppm),0.01,0.00,0.02,No,No,0.99,0.98,0.99,,,,0.028,0.069,Yes
WSA3_by_Lake_Origin,EHIGH_NATURAL,2007,12/31/07,Dissolved_Oxygen,High (>= 5 ppm),High (>= 5 ppm),0.99,0.98,1.00,No,No,0.01,0.01,0.02,,,,0.032,0.015,No
WSA3_by_Lake_Origin,EHIGH_NATURAL,2007,12/31/07,Dissolved_Oxygen,Not Assessed,Not Assessed,0.00,0.00,0.01,No,No,0,0,0,,,,0.083,0.083,No
WSA3_by_Lake_Origin,EHIGH_NATURAL,2007,12/31/07,Dissolved_Oxygen,Total,Total,1.00,1.00,1.00,No,No,0.88,0.86,0.9,,,,0.04,0.009,No
WSA3_by_Lake_Origin,PLNLOW_MAN_MADE,2007,12/31/07,Dissolved_Oxygen,Low (<= 3 ppm),Low (<= 3 ppm),0.01,0.00,0.02,No,No,0.06,0.04,0.07,,,,0.016,0.052,Yes
WSA3_by_Lake_Origin,PLNLOW_MAN_MADE,2007,12/31/07,Dissolved_Oxygen,Moderate (> 3 - < 5 ppm),Moderate (> 3 - < 5 ppm),0.23,0.12,0.34,No,No,0.01,0.01,0.02,,,,0.012,0.003,Yes
WSA3_by_Lake_Origin,PLNLOW_MAN_MADE,2007,12/31/07,Dissolved_Oxygen,High (>= 5 ppm),High (>= 5 ppm),0.75,0.64,0.86,No,No,0.05,0.03,0.06,,,,0.049,0.035,Yes
WSA3_by_Lake_Origin,PLNLOW_MAN_MADE,2007,12/31/07,Dissolved_Oxygen,Not Assessed,Not Assessed,0.01,0.00,0.02,Yes,No,0.54,0.51,0.57,-0.02,-0.07,0.02,0.044,0.006,No
WSA3_by_Lake_Origin,PLNLOW_MAN_MADE,2007,12/31/07,Dissolved_Oxygen,Total,Total,1.00,1.00,1.00,Yes,No,0.19,0.17,0.22,-0.02,-0.06,0.01,0.028,0.076,No
WSA3_by_Lake_Origin,PLNLOW_NATURAL,2007,12/31/07,Dissolved_Oxygen,Low (<= 3 ppm),Low (<= 3 ppm),0.04,0.00,0.08,Yes,No,0.27,0.24,0.3,0.05,0.01,0.08,0.015,0.035,No
WSA3_by_Lake_Origin,PLNLOW_NATURAL,2007,12/31/07,Dissolved_Oxygen,Moderate (> 3 - < 5 ppm),Moderate (> 3 - < 5 ppm),0.00,0.00,0.01,Yes,No,0.58,0.55,0.61,-0.01,-0.05,0.04,0.039,0.025,Yes
WSA3_by_Lake_Origin,PLNLOW_NATURAL,2007,12/31/07,Dissolved_Oxygen,High (>= 5 ppm),High (>= 5 ppm),0.95,0.91,0.99,Yes,No,0.28,0.26,0.31,-0.01,-0.05,0.03,0.022,0.066,Yes
WSA3_by_Lake_Origin,PLNLOW_NATURAL,2007,12/31/07,Dissolved_Oxygen,Not Assessed,Not Assessed,0.01,0.00,0.01,Yes,No,0.14,0.12,0.16,0.01,-0.02,0.04,0.01,0.03,Yes
WSA3_by_Lake_Origin,PLNLOW_NATURAL,2007,12/31/07,Dissolved_Oxygen,Total,Total,1.00,1.00,1.00,Yes,Yes,0.71,0.68,0.74,-0.01,-0.05,0.03,0.09,0.079,No
WSA3_by_Lake_Origin,WMTNS_MAN_MADE,2007,12/31/07,Dissolved_Oxygen,Low (<= 3 ppm),Low (<= 3 ppm),0.00,0.00,0.01,Yes,Yes,0.19,0.17,0.22,-0.01,-0.05,0.02,0.047,0.006,No
WSA3_by_Lake_Origin,WMTNS_MAN_MADE,2007,12/31/07,Dissolved_Oxygen,Moderate (> 3 - < 5 ppm),Moderate (> 3 - < 5 ppm),0.03,0.00,0.06,Yes,Yes,0.1,0.08,0.11,0.03,0,0.05,0.099,0.058,No
WSA3_by_Lake_Origin,WMTNS_MAN_MADE,2007,12/31/07,Dissolved_Oxygen,High (>= 5 ppm),High (>= 5 ppm),0.81,0.69,0.94,Yes,No,0.99,0.98,0.99,0,-0.01,0.01,0.051,0.091,Yes
WSA3_by_Lake_Origin,WMTNS_MAN_MADE,2007,12/31/07,Dissolved_Oxygen,Not Assessed,Not Assessed,0.15,0.03,0.28,Yes,No,0.01,0,0.01,0,-0.01,0.01,0.012,0.062,Yes
WSA3_by_Lake_Origin,WMTNS_MAN_MADE,2007,12/31/07,Dissolved_Oxygen,Total,Total,1.00,1.00,1.00,Yes,No,0,0,0.01,0,-0.01,0.01,0.05,0.018,Yes
WSA3_by_Lake_Origin,WMTNS_NATURAL,2007,12/31/07,Dissolved_Oxygen,Low (<= 3 ppm),Low (<= 3 ppm),0.02,0.00,0.05,Yes,Yes,0.6,0.57,0.63,0.3,0.26,0.34,0.09,0.065,No
WSA3_by_Lake_Origin,WMTNS_NATURAL,2007,12/31/07,Dissolved_Oxygen,Moderate (> 3 - < 5 ppm),Moderate (> 3 - < 5 ppm),0.01,0.00,0.01,Yes,Yes,0.4,0.37,0.43,-0.3,-0.34,-0.26,0.038,0.086,No
WSA3_by_Lake_Origin,WMTNS_NATURAL,2007,12/31/07,Dissolved_Oxygen,High (>= 5 ppm),High (>= 5 ppm),0.92,0.88,0.97,Yes,No,0.13,0.11,0.15,0,-0.03,0.03,0.023,0.025,No
WSA3_by_Lake_Origin,WMTNS_NATURAL,2007,12/31/07,Dissolved_Oxygen,Not Assessed,Not Assessed,0.05,0.02,0.08,Yes,No,0.36,0.33,0.39,-0.01,-0.05,0.03,0.064,0.094,Yes
WSA3_by_Lake_Origin,WMTNS_NATURAL,2007,12/31/07,Dissolved_Oxygen,Total,Total,1.00,1.00,1.00,Yes,No,0.29,0.26,0.32,-0.01,-0.05,0.03,0.098,0.079,Yes
WSA3_by_Lake_Origin,EHIGH_MAN_MADE,2007,12/31/07,Trophic_State,Oligotrophic,Oligotrophic,0.14,0.03,0.26,Yes,No,0.22,0.2,0.25,0.02,-0.02,0.06,0.009,0.087,Yes
WSA3_by_Lake_Origin,EHIGH_MAN_MADE,2007,12/31/07,Trophic_State,Mesotrophic,Mesotrophic,0.24,0.15,0.33,Yes,Yes,0.43,0.4,0.46,-0.1,-0.15,-0.06,0.072,0.082,No
WSA3_by_Lake_Origin,EHIGH_MAN_MADE,2007,12/31/07,Trophic_State,Eutrophic,Eutrophic,0.42,0.29,0.55,Yes,Yes,0.17,0.14,0.19,-0.1,-0.14,-0.07,0.004,0.011,No
WSA3_by_Lake_Origin,EHIGH_MAN_MADE,2007,12/31/07,Trophic_State,Hypereutrophic,Hypereutrophic,0.19,0.08,0.30,Yes,Yes,0.4,0.37,0.43,0.21,0.17,0.25,0.077,0.085,No
WSA3_by_Lake_Origin,EHIGH_MAN_MADE,2007,12/31/07,Trophic_State,Not Assessed,Not Assessed,0.00,0.00,0.01,Yes,Yes,0.6,0.57,0.63,0.02,-0.02,0.06,0.03,0.084,Yes
WSA3_by_Lake_Origin,EHIGH_MAN_MADE,2007,12/31/07,Trophic_State,Total,Total,1.00,1.00,1.00,Yes,Yes,0.26,0.23,0.29,0.02,-0.02,0.06,0.058,0.005,Yes
WSA3_by_Lake_Origin,EHIGH_NATURAL,2007,12/31/07,Trophic_State,Oligotrophic,Oligotrophic,0.18,0.04,0.32,Yes,Yes,0.14,0.12,0.16,-0.04,-0.07,-0.01,0.057,0,Yes
WSA3_by_Lake_Origin,EHIGH_NATURAL,2007,12/31/07,Trophic_State,Mesotrophic,Mesotrophic,0.56,0.27,0.85,Yes,No,0.46,0.43,0.49,0,-0.04,0.05,0.041,0.091,No
WSA3_by_Lake_Origin,EHIGH_NATURAL,2007,12/31/07,Trophic_State,Eutrophic,Eutrophic,0.08,0.02,0.14,Yes,No,0.18,0.16,0.21,0,-0.03,0.04,0.061,0.013,No
WSA3_by_Lake_Origin,EHIGH_NATURAL,2007,12/31/07,Trophic_State,Hypereutrophic,Hypereutrophic,0.18,0.00,0.43,Yes,No,0.35,0.32,0.38,-0.01,-0.05,0.03,0.027,0.011,No
WSA3_by_Lake_Origin,EHIGH_NATURAL,2007,12/31/07,Trophic_State,Total,Total,1.00,1.00,1.00,Yes,No,0.61,0.58,0.64,0.02,-0.02,0.06,0.065,0.085,Yes
WSA3_by_Lake_Origin,PLNLOW_MAN_MADE,2007,12/31/07,Trophic_State,Oligotrophic,Oligotrophic,0.02,0.01,0.04,Yes,No,0.23,0.2,0.25,0.02,-0.01,0.06,0.08,0.087,Yes
WSA3_by_Lake_Origin,PLNLOW_MAN_MADE,2007,12/31/07,Trophic_State,Mesotrophic,Mesotrophic,0.27,0.18,0.36,Yes,No,0.16,0.14,0.18,-0.04,-0.08,-0.01,0.022,0.052,Yes
WSA3_by_Lake_Origin,PLNLOW_MAN_MADE,2007,12/31/07,Trophic_State,Eutrophic,Eutrophic,0.39,0.28,0.50,Yes,No,0.46,0.43,0.49,-0.01,-0.05,0.04,0.07,0.015,No
WSA3_by_Lake_Origin,PLNLOW_MAN_MADE,2007,12/31/07,Trophic_State,Hypereutrophic,Hypereutrophic,0.32,0.21,0.42,Yes,No,0.19,0.17,0.22,-0.01,-0.04,0.03,0.078,0.07,No
WSA3_by_Lake_Origin,PLNLOW_MAN_MADE,2007,12/31/07,Trophic_State,Not Assessed,Not Assessed,0.01,0.00,0.01,Yes,No,0.34,0.31,0.37,0.02,-0.02,0.06,0.039,0.095,No
WSA3_by_Lake_Origin,PLNLOW_MAN_MADE,2007,12/31/07,Trophic_State,Total,Total,1.00,1.00,1.00,Yes,No,0.34,0.31,0.37,-0.01,-0.05,0.03,0.032,0.032,Yes
WSA3_by_Lake_Origin,PLNLOW_NATURAL,2007,12/31/07,Trophic_State,Oligotrophic,Oligotrophic,0.03,0.01,0.06,Yes,No,0.47,0.44,0.5,-0.01,-0.05,0.03,0.086,0.037,Yes
WSA3_by_Lake_Origin,PLNLOW_NATURAL,2007,12/31/07,Trophic_State,Mesotrophic,Mesotrophic,0.41,0.30,0.52,Yes,No,0.19,0.17,0.22,0.02,-0.01,0.05,0.1,0.035,Yes
WSA3_by_Lake_Origin,PLNLOW_NATURAL,2007,12/31/07,Trophic_State,Eutrophic,Eutrophic,0.39,0.29,0.50,No,,0.99,0.98,0.99,,,,0.028,0.069,Yes
WSA3_by_Lake_Origin,PLNLOW_NATURAL,2007,12/31/07,Trophic_State,Hypereutrophic,Hypereutrophic,0.16,0.10,0.22,No,,0.01,0.01,0.02,,,,0.032,0.015,No
WSA3_by_Lake_Origin,PLNLOW_NATURAL,2007,12/31/07,Trophic_State,Total,Total,1.00,1.00,1.00,No,,0,0,0,,,,0.083,0.083,No
WSA3_by_Lake_Origin,WMTNS_MAN_MADE,2007,12/31/07,Trophic_State,Oligotrophic,Oligotrophic,0.29,0.16,0.43,No,,0.88,0.86,0.9,,,,0.04,0.009,No
WSA3_by_Lake_Origin,WMTNS_MAN_MADE,2007,12/31/07,Trophic_State,Mesotrophic,Mesotrophic,0.39,0.25,0.54,No,,0.06,0.04,0.07,,,,0.016,0.052,Yes
WSA3_by_Lake_Origin,WMTNS_MAN_MADE,2007,12/31/07,Trophic_State,Eutrophic,Eutrophic,0.17,0.07,0.27,No,,0.01,0.01,0.02,,,,0.012,0.003,Yes
WSA3_by_Lake_Origin,WMTNS_MAN_MADE,2007,12/31/07,Trophic_State,Hypereutrophic,Hypereutrophic,0.13,0.04,0.22,No,,0.05,0.03,0.06,,,,0.049,0.035,Yes
WSA3_by_Lake_Origin,WMTNS_MAN_MADE,2007,12/31/07,Trophic_State,Not Assessed,Not Assessed,0.01,0.00,0.03,Yes,No,0.54,0.51,0.57,-0.02,-0.07,0.02,0.044,0.006,No
WSA3_by_Lake_Origin,WMTNS_MAN_MADE,2007,12/31/07,Trophic_State,Total,Total,1.00,1.00,1.00,Yes,No,0.19,0.17,0.22,-0.02,-0.06,0.01,0.028,0.076,No
WSA3_by_Lake_Origin,WMTNS_NATURAL,2007,12/31/07,Trophic_State,Oligotrophic,Oligotrophic,0.64,0.47,0.81,Yes,No,0.27,0.24,0.3,0.05,0.01,0.08,0.015,0.035,No
WSA3_by_Lake_Origin,WMTNS_NATURAL,2007,12/31/07,Trophic_State,Mesotrophic,Mesotrophic,0.25,0.11,0.39,Yes,No,0.58,0.55,0.61,-0.01,-0.05,0.04,0.039,0.025,Yes
WSA3_by_Lake_Origin,WMTNS_NATURAL,2007,12/31/07,Trophic_State,Eutrophic,Eutrophic,0.09,0.02,0.15,Yes,No,0.28,0.26,0.31,-0.01,-0.05,0.03,0.022,0.066,Yes
WSA3_by_Lake_Origin,WMTNS_NATURAL,2007,12/31/07,Trophic_State,Hypereutrophic,Hypereutrophic,0.02,0.00,0.04,Yes,No,0.14,0.12,0.16,0.01,-0.02,0.04,0.01,0.03,Yes
WSA3_by_Lake_Origin,WMTNS_NATURAL,2007,12/31/07,Trophic_State,Not Assessed,Not Assessed,0.00,0.00,0.01,Yes,Yes,0.71,0.68,0.74,-0.01,-0.05,0.03,0.09,0.079,No
WSA3_by_Lake_Origin,WMTNS_NATURAL,2007,12/31/07,Trophic_State,Total,Total,1.00,1.00,1.00,Yes,Yes,0.19,0.17,0.22,-0.01,-0.05,0.02,0.047,0.006,No
WSA3_by_Lake_Origin,EHIGH_MAN_MADE,2007,12/31/07,Zooplankton,Good,Good,0.38,0.25,0.51,Yes,Yes,0.1,0.08,0.11,0.03,0,0.05,0.099,0.058,No
WSA3_by_Lake_Origin,EHIGH_MAN_MADE,2007,12/31/07,Zooplankton,Fair,Fair,0.17,0.07,0.27,Yes,No,0.99,0.98,0.99,0,-0.01,0.01,0.051,0.091,Yes
WSA3_by_Lake_Origin,EHIGH_MAN_MADE,2007,12/31/07,Zooplankton,Poor,Poor,0.45,0.32,0.58,Yes,No,0.01,0,0.01,0,-0.01,0.01,0.012,0.062,Yes
WSA3_by_Lake_Origin,EHIGH_MAN_MADE,2007,12/31/07,Zooplankton,Not Assessed,Not Assessed,0.00,0.00,0.01,Yes,No,0,0,0.01,0,-0.01,0.01,0.05,0.018,Yes
WSA3_by_Lake_Origin,EHIGH_MAN_MADE,2007,12/31/07,Zooplankton,Total,Total,1.00,1.00,1.00,Yes,Yes,0.6,0.57,0.63,0.3,0.26,0.34,0.09,0.065,No
WSA3_by_Lake_Origin,EHIGH_NATURAL,2007,12/31/07,Zooplankton,Good,Good,0.65,0.38,0.91,Yes,Yes,0.4,0.37,0.43,-0.3,-0.34,-0.26,0.038,0.086,No
WSA3_by_Lake_Origin,EHIGH_NATURAL,2007,12/31/07,Zooplankton,Fair,Fair,0.14,0.03,0.25,Yes,No,0.13,0.11,0.15,0,-0.03,0.03,0.023,0.025,No
WSA3_by_Lake_Origin,EHIGH_NATURAL,2007,12/31/07,Zooplankton,Poor,Poor,0.22,0.00,0.47,Yes,No,0.36,0.33,0.39,-0.01,-0.05,0.03,0.064,0.094,Yes
WSA3_by_Lake_Origin,EHIGH_NATURAL,2007,12/31/07,Zooplankton,Total,Total,1.00,1.00,1.00,Yes,No,0.29,0.26,0.32,-0.01,-0.05,0.03,0.098,0.079,Yes
WSA3_by_Lake_Origin,PLNLOW_MAN_MADE,2007,12/31/07,Zooplankton,Good,Good,0.53,0.42,0.63,Yes,No,0.22,0.2,0.25,0.02,-0.02,0.06,0.009,0.087,Yes
WSA3_by_Lake_Origin,PLNLOW_MAN_MADE,2007,12/31/07,Zooplankton,Fair,Fair,0.29,0.20,0.38,Yes,Yes,0.43,0.4,0.46,-0.1,-0.15,-0.06,0.072,0.082,No
WSA3_by_Lake_Origin,PLNLOW_MAN_MADE,2007,12/31/07,Zooplankton,Poor,Poor,0.18,0.08,0.28,Yes,Yes,0.17,0.14,0.19,-0.1,-0.14,-0.07,0.004,0.011,No
WSA3_by_Lake_Origin,PLNLOW_MAN_MADE,2007,12/31/07,Zooplankton,Not Assessed,Not Assessed,0.00,0.00,0.00,Yes,Yes,0.4,0.37,0.43,0.21,0.17,0.25,0.077,0.085,No
WSA3_by_Lake_Origin,PLNLOW_MAN_MADE,2007,12/31/07,Zooplankton,Total,Total,1.00,1.00,1.00,Yes,Yes,0.6,0.57,0.63,0.02,-0.02,0.06,0.03,0.084,Yes
WSA3_by_Lake_Origin,PLNLOW_NATURAL,2007,12/31/07,Zooplankton,Good,Good,0.58,0.48,0.68,Yes,Yes,0.26,0.23,0.29,0.02,-0.02,0.06,0.058,0.005,Yes
WSA3_by_Lake_Origin,PLNLOW_NATURAL,2007,12/31/07,Zooplankton,Fair,Fair,0.31,0.21,0.41,Yes,Yes,0.14,0.12,0.16,-0.04,-0.07,-0.01,0.057,0,Yes
WSA3_by_Lake_Origin,PLNLOW_NATURAL,2007,12/31/07,Zooplankton,Poor,Poor,0.11,0.07,0.15,Yes,No,0.46,0.43,0.49,0,-0.04,0.05,0.041,0.091,No
WSA3_by_Lake_Origin,PLNLOW_NATURAL,2007,12/31/07,Zooplankton,Total,Total,1.00,1.00,1.00,Yes,No,0.18,0.16,0.21,0,-0.03,0.04,0.061,0.013,No
WSA3_by_Lake_Origin,WMTNS_MAN_MADE,2007,12/31/07,Zooplankton,Good,Good,0.52,0.38,0.67,Yes,No,0.35,0.32,0.38,-0.01,-0.05,0.03,0.027,0.011,No
WSA3_by_Lake_Origin,WMTNS_MAN_MADE,2007,12/31/07,Zooplankton,Fair,Fair,0.26,0.16,0.36,Yes,No,0.61,0.58,0.64,0.02,-0.02,0.06,0.065,0.085,Yes
WSA3_by_Lake_Origin,WMTNS_MAN_MADE,2007,12/31/07,Zooplankton,Poor,Poor,0.22,0.09,0.34,Yes,No,0.23,0.2,0.25,0.02,-0.01,0.06,0.08,0.087,Yes
WSA3_by_Lake_Origin,WMTNS_MAN_MADE,2007,12/31/07,Zooplankton,Total,Total,1.00,1.00,1.00,Yes,No,0.16,0.14,0.18,-0.04,-0.08,-0.01,0.022,0.052,Yes
WSA3_by_Lake_Origin,WMTNS_NATURAL,2007,12/31/07,Zooplankton,Good,Good,0.79,0.66,0.92,Yes,No,0.46,0.43,0.49,-0.01,-0.05,0.04,0.07,0.015,No
WSA3_by_Lake_Origin,WMTNS_NATURAL,2007,12/31/07,Zooplankton,Fair,Fair,0.14,0.03,0.26,Yes,No,0.19,0.17,0.22,-0.01,-0.04,0.03,0.078,0.07,No
WSA3_by_Lake_Origin,WMTNS_NATURAL,2007,12/31/07,Zooplankton,Poor,Poor,0.07,0.02,0.12,Yes,No,0.34,0.31,0.37,0.02,-0.02,0.06,0.039,0.095,No
WSA3_by_Lake_Origin,WMTNS_NATURAL,2007,12/31/07,Zooplankton,Total,Total,1.00,1.00,1.00,Yes,No,0.34,0.31,0.37,-0.01,-0.05,0.03,0.032,0.032,Yes
WSA3_by_Lake_Origin,EHIGH_MAN_MADE,2007,12/31/07,Shallow_Water_Habitat,Good,Good,0.63,0.50,0.76,Yes,No,0.47,0.44,0.5,-0.01,-0.05,0.03,0.086,0.037,Yes
WSA3_by_Lake_Origin,EHIGH_MAN_MADE,2007,12/31/07,Shallow_Water_Habitat,Fair,Fair,0.23,0.12,0.35,Yes,No,0.19,0.17,0.22,0.02,-0.01,0.05,0.1,0.035,Yes
WSA3_by_Lake_Origin,EHIGH_MAN_MADE,2007,12/31/07,Shallow_Water_Habitat,Poor,Poor,0.13,0.04,0.23,No,No,0.99,0.98,0.99,,,,0.028,0.069,Yes
WSA3_by_Lake_Origin,EHIGH_MAN_MADE,2007,12/31/07,Shallow_Water_Habitat,Not Assessed,Not Assessed,0.00,0.00,0.01,No,No,0.01,0.01,0.02,,,,0.032,0.015,No
WSA3_by_Lake_Origin,EHIGH_MAN_MADE,2007,12/31/07,Shallow_Water_Habitat,Total,Total,1.00,1.00,1.00,No,No,0,0,0,,,,0.083,0.083,No
WSA3_by_Lake_Origin,EHIGH_NATURAL,2007,12/31/07,Shallow_Water_Habitat,Good,Good,0.75,0.60,0.91,No,No,0.88,0.86,0.9,,,,0.04,0.009,No
WSA3_by_Lake_Origin,EHIGH_NATURAL,2007,12/31/07,Shallow_Water_Habitat,Fair,Fair,0.16,0.05,0.26,No,No,0.06,0.04,0.07,,,,0.016,0.052,Yes
WSA3_by_Lake_Origin,EHIGH_NATURAL,2007,12/31/07,Shallow_Water_Habitat,Poor,Poor,0.09,0.01,0.16,No,No,0.01,0.01,0.02,,,,0.012,0.003,Yes
WSA3_by_Lake_Origin,EHIGH_NATURAL,2007,12/31/07,Shallow_Water_Habitat,Not Assessed,Not Assessed,0.00,0.00,0.01,No,No,0.05,0.03,0.06,,,,0.049,0.035,Yes
WSA3_by_Lake_Origin,EHIGH_NATURAL,2007,12/31/07,Shallow_Water_Habitat,Total,Total,1.00,1.00,1.00,Yes,No,0.54,0.51,0.57,-0.02,-0.07,0.02,0.044,0.006,No
WSA3_by_Lake_Origin,PLNLOW_MAN_MADE,2007,12/31/07,Shallow_Water_Habitat,Good,Good,0.42,0.31,0.52,Yes,No,0.19,0.17,0.22,-0.02,-0.06,0.01,0.028,0.076,No
WSA3_by_Lake_Origin,PLNLOW_MAN_MADE,2007,12/31/07,Shallow_Water_Habitat,Fair,Fair,0.30,0.18,0.42,Yes,No,0.27,0.24,0.3,0.05,0.01,0.08,0.015,0.035,No
WSA3_by_Lake_Origin,PLNLOW_MAN_MADE,2007,12/31/07,Shallow_Water_Habitat,Poor,Poor,0.28,0.18,0.37,Yes,No,0.58,0.55,0.61,-0.01,-0.05,0.04,0.039,0.025,Yes
WSA3_by_Lake_Origin,PLNLOW_MAN_MADE,2007,12/31/07,Shallow_Water_Habitat,Not Assessed,Not Assessed,0.00,0.00,0.00,Yes,No,0.28,0.26,0.31,-0.01,-0.05,0.03,0.022,0.066,Yes
WSA3_by_Lake_Origin,PLNLOW_MAN_MADE,2007,12/31/07,Shallow_Water_Habitat,Total,Total,1.00,1.00,1.00,Yes,No,0.14,0.12,0.16,0.01,-0.02,0.04,0.01,0.03,Yes
WSA3_by_Lake_Origin,PLNLOW_NATURAL,2007,12/31/07,Shallow_Water_Habitat,Good,Good,0.51,0.40,0.62,Yes,Yes,0.71,0.68,0.74,-0.01,-0.05,0.03,0.09,0.079,No
WSA3_by_Lake_Origin,PLNLOW_NATURAL,2007,12/31/07,Shallow_Water_Habitat,Fair,Fair,0.28,0.16,0.40,Yes,Yes,0.19,0.17,0.22,-0.01,-0.05,0.02,0.047,0.006,No
WSA3_by_Lake_Origin,PLNLOW_NATURAL,2007,12/31/07,Shallow_Water_Habitat,Poor,Poor,0.21,0.13,0.29,Yes,Yes,0.1,0.08,0.11,0.03,0,0.05,0.099,0.058,No
